0.0,0.78,1.56,2.34,3.13,3.91,4.69,5.47,6.25,7.03,7.81,8.59,9.38,10.16,10.94,11.72,12.5,13.28,14.06,14.84,15.63,16.41,17.19,17.97,18.75,19.53,20.31,21.09,21.87,22.66,23.44,24.22,25.0,25.78,26.56,27.34,28.12,28.91,29.69,30.47,31.25,32.03,32.81,33.59,34.38,35.16,35.94,36.72,37.5,38.28,39.06,39.84,40.63,41.41,42.19,42.97,43.75,44.53,45.31,46.09,46.88,47.66,48.44,49.22
8.1478,7.4373,6.2513,6.3353,5.3756,4.6948,3.5176,4.8208,4.4941,4.4461,2.7946,3.2006,3.4699,3.9472,4.5109,2.989,4.4201,4.8579,6.4718,6.6212,4.9844,5.7512,4.4617,4.6655,4.8771,5.344,5.5484,5.0366,4.5925,3.8171,4.5038,4.7142,4.5737,3.9976,3.6515,4.489,4.5166,5.4566,4.9069,5.2589,5.985,7.8879,8.316,7.2467,4.2225,4.8133,5.2979,4.8015,4.4321,5.2536,4.6806,4.2348,4.5111,3.5588,4.0033,4.5899,4.3724,3.6916,4.1584,4.6096,4.8399,3.8053,6.1141,6.9844
8.1519,7.3907,6.2365,6.0846,4.5699,4.9539,4.4678,4.9324,3.9642,1.7793,3.9164,3.2002,3.3437,3.5588,4.351,4.3597,4.0245,2.3497,6.3129,6.7026,6.2675,5.9355,5.1998,5.4079,5.1753,5.1969,5.2867,4.5811,4.9077,4.1069,4.7251,4.1406,3.0624,3.914,2.9895,3.9905,3.9085,5.4322,5.2991,5.0365,5.6056,7.8054,8.3263,7.3484,4.3671,4.7506,5.2197,4.3266,4.9222,4.7508,3.3013,4.6792,3.778,4.2416,2.7759,3.8016,4.5895,2.9455,4.1,3.7604,4.9236,4.3503,6.2979,7.0251
8.1695,7.4209,6.1245,6.3067,4.2002,4.9274,4.7109,4.9392,4.6368,2.6023,3.0153,3.9229,3.9747,4.0674,4.4303,4.5327,4.5444,3.9179,6.4097,6.6691,6.2438,6.1427,5.2615,5.5278,5.1906,5.2333,5.7083,4.1861,5.063,3.6982,4.3762,4.624,4.3247,4.1971,3.2784,4.6932,5.0019,5.674,5.2774,5.0936,5.7729,7.8823,8.3193,7.2476,4.5563,4.4438,5.5344,5.4602,4.8486,5.161,3.7661,4.6612,4.6891,3.5955,4.4785,3.5378,4.6471,2.2698,4.3682,3.9615,4.7774,4.6784,6.2274,7.0146
8.0769,7.3465,6.1279,6.3255,4.8427,4.9797,4.0641,4.5196,4.5917,4.3063,2.8805,3.4177,3.5549,3.536,4.6616,4.4981,4.3101,4.9715,6.4993,6.665,6.0999,6.0796,5.0133,5.2885,5.1946,5.337,5.5588,5.0629,5.0078,4.8455,4.488,4.1771,4.7096,4.3518,4.6176,4.79,5.1222,5.71,5.1143,5.2648,6.2358,7.9603,8.3501,7.2512,4.4732,4.1093,5.3207,5.2307,5.0316,4.9323,4.712,4.4582,4.5377,3.7292,3.8289,4.304,4.7021,4.7198,3.5229,3.7665,4.9602,4.5129,6.2668,7.0305
8.0836,7.3616,6.1119,6.4016,5.5139,5.0346,3.7523,4.6485,4.5475,3.8135,3.2608,3.3459,3.5963,3.8393,4.0626,3.3598,4.2803,4.8896,6.5073,6.5493,5.5665,6.1365,4.3614,5.3382,5.2623,5.2393,5.7514,4.9181,4.9003,4.2589,4.5749,4.2754,4.3158,3.307,3.8666,4.3134,5.1277,5.5589,4.9464,5.1313,6.0053,7.9458,8.3502,7.276,2.1638,3.4903,5.2824,5.4051,4.1793,4.868,4.6753,4.2914,4.1793,3.4917,3.5323,3.8445,4.6289,4.1955,4.3437,4.2325,4.8058,3.91,6.3103,7.0161
8.0781,7.336,6.1632,6.4126,4.4533,4.925,3.8542,3.9931,3.023,3.8997,3.9243,3.8661,3.7092,3.7698,4.4748,3.5443,4.6412,4.9886,6.5153,6.6505,6.1332,6.0474,4.9372,4.188,4.1913,5.0497,5.7707,5.0352,4.8647,3.6174,4.3224,3.9354,4.2022,3.1933,3.7402,3.275,3.9532,5.4215,4.5689,5.3262,5.9853,7.9658,8.3443,7.2206,4.1617,2.3788,5.2934,5.7755,5.1322,5.2617,4.1899,3.4694,3.3073,4.3581,4.0618,3.7521,4.6061,3.7172,3.1851,4.2737,4.729,4.3648,6.2443,7.0258
8.126,7.389,6.1267,6.4123,5.4479,4.9613,3.4383,4.1033,3.7915,3.4645,4.2853,4.0484,4.1174,4.0418,4.6602,3.6513,4.8744,5.05,6.5342,6.5266,5.565,6.0532,4.2103,4.4831,4.4425,5.3124,5.781,5.1367,5.031,4.0762,3.2462,4.0948,2.6268,3.4176,4.0968,4.394,3.5662,5.3506,4.9736,5.6136,6.241,7.9568,8.3284,7.2028,4.8623,4.5733,5.5692,5.7196,4.5168,5.1516,4.4917,3.751,1.2018,3.6487,3.1378,3.9108,4.46,3.9324,4.3061,4.235,4.7328,4.3129,6.2601,6.9996
8.133,7.4134,6.2095,6.3999,5.4274,4.8991,3.2172,4.074,3.6144,3.1435,3.581,3.7314,3.8605,3.99,4.4584,4.6293,4.7017,3.8989,6.4943,6.5799,5.9909,5.9992,4.4646,4.3107,4.8746,5.1012,5.6424,4.5247,4.7454,3.8697,4.056,3.8921,3.438,3.9529,3.5583,4.0597,3.2874,5.0873,5.1958,5.2351,3.6276,7.9205,8.3252,7.1904,4.679,4.42,5.6158,5.5347,4.8458,5.0362,4.5499,3.5958,3.7195,4.0346,4.11,4.1977,4.6485,4.2031,3.7073,4.2252,4.4758,4.7374,6.2749,7.0084
8.136,7.4072,6.1332,6.3822,4.608,5.0047,3.221,3.8808,2.8844,4.2922,4.015,4.3966,3.5951,3.2423,4.6682,4.0254,4.8249,5.1528,6.5341,6.6012,6.1091,6.0084,4.8043,4.7219,4.0469,4.8095,5.7905,5.0068,4.9233,3.7284,4.1742,3.4745,4.6015,4.3956,3.786,3.5985,3.1771,5.4916,4.6368,5.5927,6.1735,7.9526,8.317,7.1676,4.657,4.1308,5.4312,5.738,5.0017,5.1302,4.3841,4.3674,3.5589,3.7424,4.0891,4.3081,4.3802,3.3937,3.8897,4.4571,4.5199,4.4322,6.2391,6.9917
