0.0,0.78,1.56,2.34,3.13,3.91,4.69,5.47,6.25,7.03,7.81,8.59,9.38,10.16,10.94,11.72,12.5,13.28,14.06,14.84,15.63,16.41,17.19,17.97,18.75,19.53,20.31,21.09,21.87,22.66,23.44,24.22,25.0,25.78,26.56,27.34,28.12,28.91,29.69,30.47,31.25,32.03,32.81,33.59,34.38,35.16,35.94,36.72,37.5,38.28,39.06,39.84,40.63,41.41,42.19,42.97,43.75,44.53,45.31,46.09,46.88,47.66,48.44,49.22,3.7322
8.3032,7.5763,0.9775,2.8573,3.5951,3.8798,3.0266,3.6085,6.2441,6.6583,5.6333,3.2617,3.1239,3.5172,2.5643,2.8599,1.9295,1.4099,3.5639,2.3851,2.8347,4.2445,4.9442,4.5698,3.2445,2.9057,4.4157,4.2973,3.4101,3.0226,3.7901,2.771,3.7809,3.315,3.7601,3.1982,4.1791,3.1732,5.6442,7.9623,8.2951,7.0997,4.298,3.4445,4.1857,4.0129,3.8733,3.6686,4.2225,3.6379,3.7561,3.409,3.4952,4.481,3.3573,2.4061,3.9898,5.4316,5.1454,3.5106,3.256,2.251,3.7943,3.2249,
8.3045,7.5675,3.8891,2.5848,3.4236,3.8088,2.7843,3.4587,6.2562,6.6594,5.615,3.4391,2.5175,2.8686,3.4039,2.8856,2.9218,3.5805,2.9133,2.724,3.1003,4.2185,4.9678,4.6635,2.0951,3.6247,4.3835,4.3129,3.2076,3.4532,3.5336,3.7846,3.8685,2.838,3.8863,3.9609,4.0315,3.2849,5.5546,7.9599,8.2957,7.1121,3.3901,3.3774,4.2827,3.7094,4.1722,3.4053,3.9631,4.2923,3.5956,3.2648,3.0111,4.4236,2.8758,3.5769,3.9682,5.4617,5.1141,3.4378,3.301,3.0392,3.5146,3.2029,
8.3065,7.572,3.8707,3.5789,3.5681,3.9975,3.6847,3.2966,6.1761,6.6791,5.7138,3.0996,3.5303,3.1773,3.4735,2.7625,3.3498,2.8225,3.5291,3.1675,3.238,4.2976,5.0454,4.2772,2.8177,3.4255,4.4846,4.083,3.0959,4.0487,3.2505,3.7607,3.5435,3.5978,4.137,3.5543,3.9586,3.6247,5.723,7.9805,8.2883,7.0668,4.5023,3.9046,4.1723,3.8516,3.8606,3.6234,3.9485,3.7515,2.7584,3.5843,3.9008,3.7562,3.9246,3.2533,3.7272,5.4102,5.2267,3.9299,2.897,2.136,3.3886,2.3716,
8.3059,7.5696,3.6778,3.6065,3.9793,3.9475,2.7041,3.6946,6.1747,6.6832,5.7582,3.5668,2.6582,3.544,3.3726,2.7237,3.3199,2.9557,3.7114,2.022,3.3382,4.3046,4.9942,4.2772,3.8378,2.853,4.2852,4.4678,3.7508,3.2778,3.8417,3.4678,3.8458,3.5053,3.771,3.9663,4.0779,3.6737,5.7928,7.9831,8.2882,7.0503,4.4347,4.0834,3.2704,4.3021,3.6302,3.6674,4.1127,3.9531,3.7942,2.9284,4.1595,3.9047,3.8751,1.9648,3.4522,5.4126,5.1955,3.9909,3.0456,2.0073,3.7822,0.2925,
8.3035,7.574,2.2269,2.6092,3.6383,3.3167,1.3777,3.0371,6.1369,6.673,5.7516,2.8942,1.8277,3.0189,3.0386,1.8787,2.7244,2.7042,1.908,3.1926,2.5698,4.4561,4.9637,4.1831,3.1288,2.714,4.1733,4.3739,3.0714,3.4833,3.4078,2.7495,3.7084,3.4132,3.904,3.5519,3.7466,2.9011,5.7863,7.9861,8.2858,7.0362,4.15,4.0541,3.7519,4.0453,3.9882,3.668,4.0391,3.9334,3.5807,3.6416,3.9993,3.7688,3.8488,3.4065,3.0649,5.4114,5.1831,4.0817,2.9928,3.3699,3.4335,2.7511,
8.3043,7.5636,3.4111,3.4847,3.6422,3.9651,3.3276,3.2379,6.1868,6.6729,5.7427,3.7263,2.1344,3.3408,2.8134,2.9159,2.8814,3.3874,3.405,3.1219,3.1292,4.3789,4.9744,4.533,3.4892,3.2157,4.6252,4.2747,3.6684,3.5475,3.4327,4.2051,3.0134,3.827,3.7426,4.1397,3.5937,3.5497,5.6246,7.9839,8.2872,7.0671,2.9051,3.9319,1.5452,4.2513,3.7365,4.05,3.6101,4.4146,3.1888,3.5804,4.1125,4.0252,3.9048,3.2046,4.2019,5.347,5.276,3.2383,3.2242,3.5038,2.5233,3.633,
8.3097,7.5735,3.5506,3.2507,3.933,3.5892,2.9807,3.7648,6.216,6.6807,5.592,1.9883,3.1757,3.7654,2.7737,3.0723,3.1843,3.6069,2.5541,3.4011,3.2236,4.2351,5.0283,4.4258,3.1228,3.0509,4.6197,4.1755,3.8003,3.5367,3.7824,3.5221,3.8102,3.9276,3.8045,3.8005,4.2376,1.6293,5.5973,7.9681,8.2927,7.0967,3.9916,2.6141,4.401,3.1411,3.4111,3.7187,3.5308,3.7946,3.1063,3.046,3.845,4.2141,3.4701,3.0914,3.8189,5.4358,5.2177,3.5758,2.3248,3.5415,3.2666,3.1476,
8.303,7.5762,1.3896,2.3618,3.9633,3.0194,2.8276,3.6459,6.1677,6.6782,5.671,3.2868,3.0136,2.7923,3.5012,3.1328,2.868,3.2365,3.5557,3.2072,3.0422,4.3471,4.9192,4.4799,3.3536,2.9247,4.5484,3.9486,3.8269,3.6498,3.6217,3.7618,3.2595,4.0621,3.9842,3.7794,4.072,2.155,5.6539,7.9786,8.2878,7.0741,3.829,3.4115,4.1011,3.8769,3.3415,3.913,3.7742,3.8824,3.1567,3.1905,3.8054,3.8034,3.5369,2.556,3.7375,5.3848,5.1772,3.5913,2.6505,1.4519,2.8287,1.7659,
8.304,7.5753,2.7582,2.5452,3.63,3.5691,1.2488,3.5843,6.2013,6.6745,5.6338,3.4314,3.113,3.4369,3.4699,1.8954,2.3537,3.3323,3.1559,2.7693,0.3495,3.9896,5.0761,4.3001,3.1361,3.1893,4.2045,4.5395,2.2203,3.2478,3.6695,1.5825,3.5234,3.7435,3.9797,2.2127,4.0723,3.5127,5.5603,7.9715,8.2915,7.0892,2.0934,3.6046,3.9086,3.9418,3.9469,3.8432,4.2567,2.9015,3.4745,3.5711,3.3158,4.4235,3.3226,3.279,4.3286,5.3075,5.3031,2.8625,3.0713,3.7584,1.9688,3.4904,
8.3053,7.5741,3.4196,1.9784,3.7247,3.5713,2.4017,3.7001,6.208,6.6713,5.6587,3.7353,2.8536,2.7733,3.0401,2.8541,2.484,3.174,1.8749,3.2222,3.3594,4.2544,5.0488,4.3364,3.2852,2.5507,4.515,4.0142,3.8369,3.2262,3.449,3.6874,3.0609,3.6746,3.7682,3.598,3.5058,4.0372,5.7022,7.9684,8.2927,7.0853,4.3554,3.6718,4.2486,3.67,3.8232,4.0798,3.4191,4.1797,3.8717,2.6739,3.9638,4.0501,3.9196,3.3953,3.978,5.4072,5.2039,4.0952,2.348,3.5617,3.1535,3.269,
8.3033,7.5726,1.0451,2.2272,3.4703,3.8738,1.8608,3.8163,6.1956,6.6806,5.5921,2.5323,3.108,3.794,3.2673,3.2836,3.2691,3.4356,3.3348,3.2389,3.1562,4.3437,4.9382,4.5768,3.126,3.7465,4.0225,4.5759,3.1118,3.7473,2.8847,4.2814,3.5463,3.6702,3.9113,4.3698,4.024,2.3819,5.594,7.971,8.291,7.0944,3.8607,2.8909,4.2833,3.4817,3.6582,3.4793,3.1635,4.1564,1.4356,3.0833,3.4023,4.0976,3.3258,2.6276,4.0769,5.3804,5.2273,3.0993,2.2743,2.2131,3.2968,2.4462,
8.3073,7.5724,3.6227,2.6556,3.5703,3.1577,3.5736,3.8944,6.1975,6.6718,5.5628,0.6677,3.4101,2.9653,3.1674,3.5854,2.9534,3.4587,3.1335,3.4939,3.1252,4.2883,4.7838,4.5571,2.9574,3.3931,4.3585,3.8363,3.5169,3.89,3.541,3.6768,3.2831,4.0179,4.111,3.6965,4.2117,1.9837,5.5574,7.9665,8.291,7.1035,3.9116,3.7567,3.6422,3.4934,3.7198,3.9125,3.8475,3.6862,2.7922,3.5828,3.4703,3.6006,3.4652,3.2347,3.8997,5.3751,5.1133,3.3868,2.0435,0.7023,1.909,2.7396,
8.3098,7.5849,4.6022,2.4272,2.5942,3.8309,2.9784,3.4383,6.2165,6.682,5.6656,2.8776,3.7043,2.8113,2.8985,3.8622,3.4174,3.5769,3.6655,1.3823,3.5908,3.9714,5.0697,4.181,3.297,3.5592,4.2447,4.342,3.552,3.4843,3.3284,4.0257,4.0933,3.2814,4.0723,4.0482,4.0306,3.3642,5.6128,7.9722,8.2907,7.092,3.7665,3.0057,3.8872,3.905,4.1558,3.8552,3.6886,4.4002,3.9326,3.9437,3.1781,4.2014,2.6354,2.1027,4.052,5.3752,5.2421,3.4283,3.3169,2.8503,3.2759,3.4131,
8.3056,7.5663,3.6876,3.4116,4.0083,3.9437,2.8997,3.5091,6.2289,6.6634,5.6763,3.4112,2.5063,3.1837,3.3467,2.0016,3.1756,3.427,2.9072,3.0609,2.9708,4.1792,4.9322,4.3577,3.186,2.6797,4.4983,3.9818,3.6149,3.1755,3.234,3.8851,3.783,3.8064,3.6453,4.1035,3.5228,3.0439,5.6003,7.9716,8.291,7.0909,3.6658,3.9921,3.6877,4.0606,3.8152,3.9463,3.8004,4.2924,3.3905,3.3218,4.0479,3.9768,3.8652,3.3073,4.1948,5.3293,5.2449,3.1267,3.0252,3.5251,2.4466,3.1922,
