0.0,0.78,1.56,2.34,3.13,3.91,4.69,5.47,6.25,7.03,7.81,8.59,9.38,10.16,10.94,11.72,12.5,13.28,14.06,14.84,15.63,16.41,17.19,17.97,18.75,19.53,20.31,21.09,21.87,22.66,23.44,24.22,25.0,25.78,26.56,27.34,28.12,28.91,29.69,30.47,31.25,32.03,32.81,33.59,34.38,35.16,35.94,36.72,37.5,38.28,39.06,39.84,40.63,41.41,42.19,42.97,43.75,44.53,45.31,46.09,46.88,47.66,48.44,49.22,2.938
8.3049,7.5683,3.9972,2.7034,3.2714,3.419,3.4641,5.165,6.6173,6.4274,4.3803,3.3309,2.6162,3.0413,2.3233,2.2337,2.2378,2.5349,3.2076,3.0783,2.6278,2.0613,3.9293,5.0376,4.3679,4.4438,3.8988,1.9702,2.6952,3.1719,2.2949,3.8412,2.8384,3.2716,3.2844,1.3192,3.4513,3.0833,4.4087,7.7909,8.3341,7.4019,3.0498,3.4099,3.6606,2.5569,3.7967,3.3887,3.8522,4.0452,3.1405,2.5405,3.1687,2.9965,3.507,4.2594,5.222,5.3965,3.7984,2.6932,2.8312,3.0286,2.8409,3.2113,
8.3006,7.5697,1.4489,3.1236,2.5264,2.9878,3.718,5.2609,6.6216,6.4112,4.3037,3.0079,3.0212,1.965,2.9233,2.631,3.1539,3.158,1.8564,1.6914,2.3916,1.485,4.1057,4.9885,4.4663,4.52,3.8048,3.216,2.4551,2.894,3.2288,2.8267,3.859,1.7983,2.9194,2.2351,3.6678,3.2664,4.5573,7.7831,8.3352,7.4136,2.1464,3.0702,3.7074,3.2848,3.0572,2.9,4.3301,3.5272,3.4833,3.4374,1.6107,3.1572,3.8061,3.8367,5.2655,5.3452,4.0744,2.9944,1.9573,2.3486,2.5923,3.2618,
8.303,7.5739,2.9021,2.9633,2.6752,3.3284,3.8957,5.0614,6.6007,6.4235,4.4454,3.7799,3.1758,2.0974,2.0492,3.1119,2.3697,3.0974,2.5238,2.6248,3.3079,3.3717,3.9321,5.0049,4.1116,4.4655,4.0199,2.8655,3.1121,3.0714,2.6745,3.4659,3.4487,3.4322,2.9784,2.996,3.2963,4.0602,5.0057,7.7934,8.3333,7.3883,4.5493,4.0082,3.3697,3.3392,3.3937,3.6704,4.0223,3.7622,1.8168,3.5268,3.032,1.8266,4.0982,3.5641,5.1299,5.4131,3.7475,3.3221,3.3149,2.6954,2.3326,3.3541,
8.2997,7.5704,1.0616,3.053,2.9637,2.6922,3.6439,5.1725,6.5901,6.4464,4.8009,3.097,1.5479,2.8926,2.9887,3.0487,2.5956,3.4118,1.93,2.7495,1.8801,2.7234,4.2189,5.0165,4.6326,4.4452,4.1229,3.1841,3.1381,2.635,3.3028,3.0988,3.6119,3.3206,2.6203,3.7312,2.6709,3.1787,5.1275,7.8066,8.3321,7.377,4.2334,2.6954,3.2945,3.8222,2.6242,1.9503,4.352,3.4448,3.491,2.9381,3.4482,2.4904,4.0648,3.9185,5.2373,5.372,4.4064,2.191,2.8857,2.0001,2.417,2.9972,
8.3003,7.5726,2.1723,2.7693,2.2019,2.9787,3.7678,5.3936,6.6315,6.3914,4.4072,2.1523,2.4904,3.0381,2.155,2.823,2.7468,3.1615,2.1451,2.1751,1.7305,3.0078,3.8945,5.0484,4.8382,4.5469,4.0576,2.3845,2.5175,2.3813,3.4587,3.2074,3.7353,3.0115,2.404,3.5939,2.4966,3.0383,4.6696,7.7768,8.3361,7.4247,3.6557,3.572,3.0801,3.5714,3.4638,2.128,4.3886,3.5191,3.6012,3.0029,2.8873,1.6357,4.0466,4.2501,5.3597,5.3582,4.0544,2.8529,2.4058,1.9955,2.1531,2.9853,
8.3012,7.574,1.9684,0.6754,3.4007,1.6597,3.6195,5.2792,6.6053,6.4406,4.699,3.3948,1.8507,2.6699,3.3228,3.1602,1.9892,3.2752,2.8902,2.826,1.7205,3.151,3.9813,5.0429,4.6382,4.5342,3.6937,3.3003,1.4687,2.9658,2.8167,3.2096,3.6244,1.5723,3.6593,2.728,2.9072,3.6075,4.9621,7.7997,8.3334,7.3925,3.427,3.3331,3.7113,2.9148,3.5629,3.2626,4.1612,3.5616,3.2316,2.8587,2.9134,2.9389,3.5639,4.4079,5.2013,5.4406,4.0431,3.3867,2.3866,3.1106,3.325,3.3768,
8.3015,7.5719,1.7143,1.1764,2.6661,2.6928,3.8917,5.219,6.6288,6.3747,4.2048,2.5244,3.2223,2.3896,1.7641,2.7524,2.9562,3.0967,1.8656,2.9384,2.7937,2.7843,3.9613,5.0052,4.5299,4.5615,3.6226,2.6472,3.1818,3.0643,2.2869,2.5974,3.7745,2.2882,3.0401,3.199,3.3932,2.2248,4.5929,7.7684,8.3367,7.4265,4.1405,3.0173,3.558,3.1726,3.1962,3.2132,4.1874,2.3471,2.4535,2.6683,3.1519,3.1425,3.6326,3.9845,5.2918,5.3125,3.7762,3.131,2.3484,2.565,1.0777,3.0427,
8.3016,7.5751,1.9956,1.1687,3.4758,3.2664,3.5914,5.3353,6.6312,6.3916,4.5212,3.4643,2.2513,2.3383,3.0361,3.0144,2.4839,3.1219,2.5598,2.5763,2.902,3.2143,4.2108,4.9589,4.6478,4.4227,3.6464,3.3315,2.7593,2.6165,3.032,2.3561,3.7978,3.2802,3.3178,2.8935,3.6951,3.5208,4.8345,7.7733,8.336,7.4265,3.8186,3.7289,4.0185,2.9247,3.1031,2.5855,4.2956,2.5955,3.0279,2.9693,3.0532,3.2276,3.6596,4.0126,5.3333,5.334,4.2888,2.8362,2.401,2.9194,1.2489,2.6782,
8.3016,7.5744,2.2308,2.8084,2.8058,3.0035,3.9654,5.3067,6.6073,6.4482,4.7382,2.7585,1.7656,2.4601,2.8142,2.8874,2.9118,2.8702,2.2737,2.9826,2.6833,3.2713,4.2186,5.0658,4.6478,4.6543,4.1135,3.2667,3.123,2.6784,2.5637,3.2039,3.793,2.5946,3.549,3.0602,3.161,2.6031,4.895,7.8031,8.3332,7.3919,3.803,2.5745,3.6032,3.44,3.6947,2.8102,4.2013,3.5743,2.9449,2.9703,2.2374,3.5391,3.9262,4.5237,5.2057,5.4603,4.1869,3.4277,0.7908,3.1644,3.0578,2.7935,
8.3046,7.5727,3.0151,2.65,2.9463,2.931,3.2691,5.3297,6.6165,6.3809,3.5658,2.9363,3.1704,2.4464,2.8471,3.2749,3.4798,3.2334,2.8009,2.8803,2.3386,3.6695,3.7969,4.8398,4.4374,4.4229,3.6009,3.3572,3.0535,2.9907,2.9202,3.6718,2.0353,3.4488,3.1873,2.816,3.6863,3.4157,4.1514,7.7709,8.3348,7.4269,2.7715,3.4212,3.857,2.8735,2.6886,3.6636,3.5315,3.7749,2.9947,2.3635,3.3071,2.6426,3.2086,3.9935,5.2138,5.2792,3.5227,3.3407,2.0264,2.7125,1.8539,2.484,
8.3051,7.568,2.4951,3.2578,2.7916,3.3326,3.97,4.8362,6.5634,6.4792,4.6718,3.2935,3.3442,3.3451,2.9665,2.8107,3.5604,2.2847,3.3097,2.8167,3.1109,2.8337,4.2275,5.0297,4.0304,4.3649,4.0885,2.8659,3.3001,1.4424,3.2528,3.1242,3.5836,3.2456,3.533,3.6823,3.5942,3.8235,5.0305,7.823,8.3298,7.3478,4.4706,3.6583,3.4773,3.5661,3.6873,3.7155,4.0138,3.3787,3.5635,2.6251,3.0695,2.4188,4.1976,3.3342,5.0243,5.4491,4.057,1.9347,3.5956,3.2556,3.1984,2.4635,
8.3038,7.5752,3.9115,3.0369,1.8617,3.2925,3.9709,5.1442,6.5633,6.4945,4.6805,2.9358,2.9849,3.2635,2.7003,2.6681,2.7673,3.5148,2.3362,3.1842,2.9688,3.2,4.4469,5.0129,4.4799,4.2822,4.3733,2.5308,3.5905,2.6071,3.5884,3.6712,3.1969,3.5434,3.1066,3.7247,3.86,2.5601,4.8331,7.8237,8.3294,7.3615,3.5337,3.0868,3.8597,3.759,3.4051,3.5157,3.6271,3.8629,3.1715,2.05,3.1785,2.8072,4.2167,4.0921,5.1318,5.4627,4.3143,3.0959,1.9062,3.1872,2.6429,3.0164,
