00.00,00.78,01.56,02.34,03.13,03.91,04.69,05.47,06.25,07.03,07.81,08.59,09.38,10.16,10.94,11.72,12.50,13.28,14.06,14.84,15.63,16.41,17.19,17.97,18.75,19.53,20.31,21.09,21.87,22.66,23.44,24.22,25.00,25.78,26.56,27.34,28.12,28.91,29.69,30.47,31.25,32.03,32.81,33.59,34.38,35.16,35.94,36.72,37.50,38.28,39.06,39.84,40.63,41.41,42.19,42.97,43.75,44.53,45.31,46.09,46.88,47.66,48.44,49.22
8.5719,7.8630,4.9450,3.8204,4.8119,4.4415,4.4186,3.5931,3.8183,4.3721,5.2376,4.7923,5.7086,5.0361,5.3864,6.0664,5.4765,4.1832,4.3258,3.9563,4.3820,4.9785,5.0117,5.4255,3.6871,5.2133,5.7186,6.0093,5.2221,4.8126,4.6766,5.2026,4.0556,4.5333,5.1390,4.7314,6.3022,7.9595,8.1595,6.7387,5.2812,4.7109,5.4910,5.2335,4.3649,3.9546,4.2880,3.7084,5.9553,6.0469,4.3590,3.9852,6.4437,6.7160,5.8778,4.5670,3.8776,4.5468,4.4961,4.7351,4.4259,4.0859,4.6006,6.2530
8.5176,7.7611,4.2264,4.5204,4.6736,3.5758,3.7010,3.8266,3.7577,3.3398,4.9246,5.8573,5.8576,4.1718,6.0318,5.9564,4.1828,3.8301,4.5324,3.9229,3.3355,3.5447,5.0674,5.5789,5.4583,5.2089,4.7272,5.3977,3.1983,4.4077,3.7667,4.1339,4.2165,4.2649,4.8428,4.2377,5.2726,7.7537,8.2639,7.3302,5.1702,5.5533,3.9921,3.1828,3.8105,3.3423,3.9601,4.3584,5.1081,5.7027,4.8329,5.8745,6.7093,6.2463,4.6665,3.8680,3.5902,3.8557,3.7710,2.9134,3.8906,4.3407,4.8346,6.0940
8.5103,7.7796,5.2120,5.0017,3.9499,3.3332,3.8693,4.0140,3.8413,3.0271,4.6616,5.7811,5.8515,5.3420,6.1299,5.9332,4.5402,4.6523,4.2205,4.0886,2.5537,3.2956,4.2901,5.3963,5.5673,5.1006,5.0512,5.3902,4.7232,4.5866,4.0920,3.5550,3.4985,4.4178,5.0897,4.8279,4.7681,7.6989,8.2798,7.3684,3.6002,5.3066,5.0463,4.1882,3.1129,4.0143,3.9762,3.4789,4.9807,5.7172,4.9924,5.6577,6.7148,6.3751,5.0996,4.2518,3.2261,3.4299,3.8549,3.8294,4.0134,4.3380,4.5739,6.0543
8.5196,7.8188,5.0919,4.2230,2.0560,3.8564,3.4739,2.9820,2.8329,4.3882,4.0928,5.3793,4.1868,5.0072,6.3057,5.8004,4.3380,3.2138,4.3254,4.1923,2.8457,3.6771,4.3576,4.6170,5.6672,5.5536,5.5403,4.9614,4.9045,4.8058,3.5150,2.9379,3.5869,4.6139,5.1496,4.6829,4.1869,7.5826,8.2930,7.5531,5.3284,5.5981,5.2163,4.4285,4.2029,3.5365,3.2421,3.9851,4.2248,5.2976,5.5209,6.1906,6.7549,6.1039,3.3663,3.4711,3.5748,3.1474,3.5190,3.6375,4.4674,4.6331,4.1060,5.6952
8.5102,7.7690,4.9615,3.8697,3.6611,2.9724,3.1406,3.1288,3.3292,4.0052,3.5969,5.2247,5.6312,5.7297,6.2643,5.0085,4.3971,4.3547,3.9017,3.4141,3.0418,2.7832,4.0887,5.0054,5.8195,5.8306,5.1467,4.6794,5.0145,3.2252,1.2746,3.6307,3.5869,3.9801,4.7133,4.9167,3.8289,7.4338,8.2912,7.6771,5.2112,5.1388,4.8445,3.9692,3.0503,3.4843,2.5065,1.3005,4.2974,4.4699,5.1232,6.3604,6.7195,5.3243,3.7453,3.1933,3.4110,1.8839,2.5678,3.3654,3.8638,4.1106,4.6891,5.7925
8.4971,7.7536,4.2030,3.8696,3.5983,2.9922,3.2252,2.2819,3.2218,3.8621,3.1095,5.4771,6.0293,6.4017,6.2766,4.1071,4.3758,3.8467,3.7297,3.4551,2.4350,3.9804,4.3083,4.3367,5.4614,5.2474,5.1421,5.6214,4.2930,3.8308,3.7868,3.9377,4.0209,3.2939,3.7939,5.4839,5.5488,7.2643,8.2790,7.7654,5.5494,5.3370,4.6620,4.0985,2.7104,3.8211,4.0187,3.0358,3.9302,5.3321,5.4447,6.2335,6.6592,5.6890,4.2343,4.3080,3.8542,3.7261,3.4754,3.6592,3.3723,3.5702,4.8539,6.0225
8.5204,7.8186,4.8674,3.9694,3.5668,3.5215,2.2942,3.2857,2.7928,1.8121,3.2893,4.8931,4.8949,6.3652,6.1866,4.3890,4.2760,4.2397,3.3071,3.8355,2.3770,3.3339,3.4327,4.0967,5.0632,5.8109,5.7618,5.3975,3.7320,2.7195,3.7244,3.8206,3.7994,3.7688,4.3844,5.0970,4.7938,7.2526,8.2740,7.7951,4.8006,5.3170,4.9295,3.0072,3.2127,4.0614,2.9483,4.1325,4.2855,4.6554,5.2566,6.4372,6.6300,5.5318,4.0822,4.3578,2.9558,3.0482,2.6688,3.5333,3.6665,4.1464,4.7117,5.7582
8.5000,7.7437,4.6800,3.2854,2.6266,2.3388,3.4162,3.5367,3.7894,2.0205,3.7979,4.6704,5.7901,6.5127,6.2393,4.7196,4.3509,3.6701,3.5197,4.0170,3.2053,3.3306,4.0438,4.7707,5.7087,5.8382,4.9870,5.3382,4.5067,2.8714,3.8485,3.4744,3.8172,4.3424,3.7346,4.7724,5.0716,7.1925,8.2755,7.8745,5.8954,4.9229,4.0668,4.0973,3.8743,3.5962,3.8736,2.7615,4.1321,4.1390,4.3746,6.4511,6.5547,5.0452,4.6199,3.5474,3.4458,3.5881,3.1033,3.4610,3.6986,3.9246,4.5257,5.8735
8.5150,7.8027,4.9408,4.1441,3.4635,3.1723,3.1126,1.8984,3.0306,3.2845,3.4367,5.2146,5.5656,6.4115,6.2311,3.7750,3.4985,3.2797,2.6268,3.3148,3.6549,2.3504,2.6277,3.8815,4.8799,5.4341,5.6065,5.6493,4.1533,3.1140,3.3984,3.2828,4.0051,3.4860,4.0347,4.9328,5.1453,7.2268,8.2712,7.7874,5.1671,5.3428,4.7498,2.8888,3.1459,3.1058,3.6683,3.9356,4.1466,5.3183,5.4758,6.2907,6.6916,5.7346,4.2833,3.9470,3.6518,2.6573,2.7673,2.8319,3.8322,2.9171,4.6685,5.9304
